record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type,aami_class
100,2010,577163,1603.2305555555556,NORMAL,N,577078,577096,577117,577143,577169,577242,577258,577283,inverted,N
100,2011,577456,1604.0444444444445,NORMAL,N,577371,577388,577414,577433,577462,577520,577575,577607,biphasic_negative_positive,N
100,2012,577741,1604.8361111111112,NORMAL,N,577659,577678,577701,577721,577748,577811,577863,577904,biphasic_negative_positive,N
100,2014,578311,1606.4194444444445,NORMAL,N,578229,578248,578270,578288,578317,578387,578443,578472,biphasic_negative_positive,N
100,2015,578601,1607.225,NORMAL,N,578521,578537,578560,578578,578607,578675,578734,578750,biphasic_negative_positive,N
100,2016,578902,1608.0611111111111,NORMAL,N,578818,578838,578864,578881,578907,579004,579029,579089,normal,N
100,2017,579205,1608.9027777777778,NORMAL,N,579121,579138,579164,579184,579212,579282,579302,579327,inverted,N
100,2018,579448,1609.5777777777778,APC,A,579367,579384,579403,579429,579454,579524,579574,579591,biphasic_negative_positive,S
100,2019,579791,1610.5305555555556,NORMAL,N,579709,579727,579755,579771,579798,579857,579926,579945,biphasic_negative_positive,N
100,2020,580076,1611.3222222222223,NORMAL,N,579997,580013,580034,580054,580081,580141,580196,580235,biphasic_negative_positive,N
100,2021,580358,1612.1055555555556,NORMAL,N,580278,580295,580318,580339,580364,580450,580479,580509,normal,N
100,2022,580648,1612.911111111111,NORMAL,N,580562,580580,580608,580628,580654,580746,580774,580796,normal,N
100,2023,580948,1613.7444444444445,NORMAL,N,580860,580882,580906,580926,580956,581018,581081,581116,biphasic_negative_positive,N
100,2024,581246,1614.5722222222223,NORMAL,N,581164,581179,581207,581226,581254,581323,581403,581416,biphasic_negative_positive,N
100,2025,581543,1615.3972222222221,NORMAL,N,581460,581479,581502,581523,581549,581621,581682,581727,biphasic_negative_positive,N
100,2026,581835,1616.2083333333333,NORMAL,N,581753,581769,581797,581815,581841,581909,581963,581991,biphasic_negative_positive,N
100,2027,582119,1616.9972222222223,NORMAL,N,582039,582062,582084,582101,582125,582215,582239,582279,normal,N
100,2028,582395,1617.763888888889,NORMAL,N,582320,582334,582356,582376,582401,582468,582524,582554,biphasic_negative_positive,N
100,2029,582669,1618.525,NORMAL,N,582594,582614,582632,582660,582676,582746,582809,582835,biphasic_negative_positive,N
100,2030,582921,1619.225,NORMAL,N,582840,582857,582882,582901,582928,582960,583046,583101,biphasic_negative_positive,N
100,2031,583239,1620.1083333333333,NORMAL,N,583153,583182,583197,583219,583245,583321,583374,583393,biphasic_negative_positive,N
100,2032,583539,1620.9416666666666,NORMAL,N,583455,583471,583498,583519,583545,583618,583666,583698,biphasic_negative_positive,N
100,2033,583822,1621.7277777777779,NORMAL,N,583739,583756,583782,583802,583827,583901,583949,583966,biphasic_negative_positive,N
100,2034,584098,1622.4944444444445,NORMAL,N,584020,584036,584059,584077,584102,584172,584213,584250,biphasic_negative_positive,N
100,2036,584635,1623.986111111111,NORMAL,N,584558,584573,584600,584617,584640,584707,584758,584780,biphasic_negative_positive,N
100,2037,584903,1624.7305555555556,NORMAL,N,584822,584842,584864,584884,584909,584981,585030,585077,biphasic_negative_positive,N
100,2038,585175,1625.486111111111,NORMAL,N,585092,585111,585135,585156,585181,585253,585306,585346,biphasic_negative_positive,N
100,2039,585455,1626.263888888889,NORMAL,N,585370,585387,585413,585434,585461,585538,585590,585631,biphasic_negative_positive,N
100,2040,585731,1627.0305555555556,NORMAL,N,585646,585671,585693,585711,585738,585812,585866,585913,biphasic_negative_positive,N
100,2041,586011,1627.8083333333334,NORMAL,N,585933,585952,585973,585992,586017,586077,586135,586166,biphasic_negative_positive,N
100,2042,586276,1628.5444444444445,NORMAL,N,586198,586216,586236,586257,586281,586348,586398,586425,biphasic_negative_positive,N
100,2043,586525,1629.236111111111,NORMAL,N,586447,586468,586486,586507,586530,586593,586656,586682,biphasic_negative_positive,N
100,2044,586771,1629.9194444444445,NORMAL,N,586694,586718,586734,586752,586777,586844,586893,586919,biphasic_negative_positive,N
100,2045,587030,1630.638888888889,NORMAL,N,586947,586976,586992,587011,587036,587104,587158,587184,biphasic_negative_positive,N
100,2046,587300,1631.388888888889,NORMAL,N,587218,587242,587258,587276,587305,587382,587421,587470,biphasic_negative_positive,N
100,2047,587572,1632.1444444444444,NORMAL,N,587492,587515,587530,587552,587577,587643,587691,587740,biphasic_negative_positive,N
100,2048,587843,1632.8972222222221,NORMAL,N,587766,587783,587800,587820,587849,587916,587969,588006,biphasic_negative_positive,N
100,2049,588113,1633.6472222222221,NORMAL,N,588030,588055,588071,588091,588121,588191,588261,588277,biphasic_negative_positive,N
100,2050,588377,1634.3805555555555,NORMAL,N,588299,588319,588336,588357,588382,588452,588500,588524,biphasic_negative_positive,N
100,2051,588643,1635.1194444444445,NORMAL,N,588560,588586,588604,588622,588651,588714,588732,588760,inverted,N
100,2052,588906,1635.85,NORMAL,N,588832,588850,588872,588887,588911,588981,589035,589073,biphasic_negative_positive,N
100,2053,589178,1636.6055555555556,NORMAL,N,589095,589118,589138,589155,589183,589251,589265,589290,inverted,N
100,2054,589454,1637.3722222222223,NORMAL,N,589374,589392,589413,589435,589459,589534,589591,589625,biphasic_negative_positive,N
100,2055,589747,1638.1861111111111,NORMAL,N,589659,589682,589700,589726,589753,589826,589888,589903,biphasic_negative_positive,N
100,2056,590041,1639.0027777777777,NORMAL,N,589956,589979,589998,590018,590047,590116,590166,590208,biphasic_negative_positive,N
100,2057,590316,1639.7666666666667,NORMAL,N,590238,590261,590276,590297,590322,590353,590446,590479,biphasic_negative_positive,N
100,2058,590588,1640.5222222222221,NORMAL,N,590509,590531,590549,590570,590595,590660,590711,590747,biphasic_negative_positive,N
100,2059,590864,1641.2888888888888,NORMAL,N,590790,590806,590826,590845,590871,590939,590991,591005,biphasic_negative_positive,N
100,2060,591144,1642.0666666666666,NORMAL,N,591064,591085,591102,591124,591149,591212,591295,591311,biphasic_negative_positive,N
100,2061,591418,1642.8277777777778,NORMAL,N,591337,591357,591379,591396,591425,591490,591540,591568,biphasic_negative_positive,N
100,2062,591707,1643.6305555555555,NORMAL,N,591619,591645,591662,591684,591713,591780,591831,591865,biphasic_negative_positive,N
100,2063,592000,1644.4444444444443,NORMAL,N,591914,591940,591959,591977,592007,592072,592144,592186,biphasic_negative_positive,N
100,2064,592288,1645.2444444444445,NORMAL,N,592199,592227,592245,592267,592295,592372,592418,592457,biphasic_negative_positive,N
100,2065,592572,1646.0333333333333,NORMAL,N,592491,592513,592532,592553,592578,592649,592666,592696,inverted,N
100,2066,592854,1646.8166666666666,NORMAL,N,592775,592793,592814,592832,592859,592923,592943,592968,inverted,N
100,2067,593068,1647.411111111111,APC,A,593006,593021,593036,593050,593075,593123,593187,593219,biphasic_negative_positive,S
100,2069,593684,1649.1222222222223,NORMAL,N,593597,593626,593641,593661,593690,593765,593821,593832,biphasic_negative_positive,N
100,2070,593991,1649.975,NORMAL,N,593908,593929,593948,593970,593996,594066,594120,594146,biphasic_negative_positive,N
100,2072,594563,1651.5638888888889,NORMAL,N,594481,594504,594521,594543,594569,594643,594695,594716,biphasic_negative_positive,N
100,2073,594855,1652.375,NORMAL,N,594769,594795,594816,594836,594862,594935,594988,595014,biphasic_negative_positive,N
100,2074,595127,1653.1305555555555,NORMAL,N,595050,595071,595087,595107,595133,595219,595252,595281,normal,N
100,2075,595402,1653.8944444444444,NORMAL,N,595326,595345,595364,595380,595407,595478,595489,595512,inverted,N
100,2077,595993,1655.536111111111,NORMAL,N,595911,595934,595950,595972,595998,596094,596120,596174,normal,N
100,2078,596278,1656.3277777777778,NORMAL,N,596188,596218,596235,596259,596284,596377,596405,596456,normal,N
100,2079,596584,1657.1777777777777,NORMAL,N,596495,596521,596539,596563,596590,596655,596735,596751,biphasic_negative_positive,N
100,2080,596880,1658.0,NORMAL,N,596799,596817,596838,596857,596886,596953,597006,597044,biphasic_negative_positive,N
100,2081,597137,1658.713888888889,NORMAL,N,597056,597079,597096,597116,597141,597233,597262,597285,normal,N
100,2082,597402,1659.45,NORMAL,N,597313,597345,597361,597382,597408,597480,597535,597549,biphasic_negative_positive,N
100,2083,597670,1660.1944444444443,NORMAL,N,597589,597611,597628,597651,597675,597740,597809,597828,biphasic_negative_positive,N
100,2084,597925,1660.9027777777778,NORMAL,N,597847,597872,597888,597905,597931,598020,598043,598094,normal,N
100,2085,598186,1661.6277777777777,NORMAL,N,598101,598126,598145,598165,598192,598259,598312,598353,biphasic_negative_positive,N
100,2086,598459,1662.3861111111112,NORMAL,N,598370,598398,598411,598438,598464,598536,598591,598624,biphasic_negative_positive,N
100,2087,598714,1663.0944444444444,NORMAL,N,598631,598654,598672,598694,598719,598792,598846,598865,biphasic_negative_positive,N
100,2088,598969,1663.8027777777777,NORMAL,N,598884,598913,598928,598949,598975,599066,599097,599135,normal,N
100,2089,599222,1664.5055555555555,NORMAL,N,599141,599165,599182,599202,599227,599285,599346,599379,biphasic_negative_positive,N
100,2090,599469,1665.1916666666666,NORMAL,N,599389,599412,599427,599450,599476,599527,599581,599616,biphasic_negative_positive,N
100,2091,599704,1665.8444444444444,NORMAL,N,599624,599651,599666,599685,599709,599771,599825,599864,biphasic_negative_positive,N
100,2092,599953,1666.536111111111,NORMAL,N,599871,599890,599912,599932,599959,600031,600082,600100,biphasic_negative_positive,N
100,2093,600215,1667.263888888889,NORMAL,N,600131,600159,600175,600194,600221,600284,600352,600378,biphasic_negative_positive,N
100,2094,600484,1668.0111111111112,NORMAL,N,600399,600426,600442,600475,600491,600559,600609,600645,biphasic_negative_positive,N
100,2095,600739,1668.7194444444444,NORMAL,N,600656,600680,600697,600718,600745,600817,600828,600859,inverted,N
100,2096,601012,1669.4777777777779,NORMAL,N,600919,600949,600966,600987,601017,601088,601131,601170,biphasic_negative_positive,N
100,2097,601273,1670.2027777777778,NORMAL,N,601196,601217,601237,601254,601279,601356,601416,601435,biphasic_negative_positive,N
100,2098,601537,1670.9361111111111,NORMAL,N,601458,601480,601498,601518,601543,601632,601663,601690,normal,N
100,2099,601800,1671.6666666666667,NORMAL,N,601715,601743,601762,601780,601805,601892,601911,601945,normal,N
100,2100,602064,1672.4,NORMAL,N,601979,602006,602022,602043,602069,602137,602180,602223,biphasic_negative_positive,N
100,2101,602330,1673.138888888889,NORMAL,N,602251,602271,602287,602311,602336,602408,602459,602493,biphasic_negative_positive,N
100,2102,602611,1673.9194444444445,NORMAL,N,602519,602541,602565,602586,602618,602710,602747,602768,normal,N
100,2103,602893,1674.7027777777778,NORMAL,N,602809,602834,602855,602874,602899,602978,603034,603062,biphasic_negative_positive,N
100,2104,603179,1675.4972222222223,NORMAL,N,603091,603118,603136,603160,603184,603250,603313,603329,biphasic_negative_positive,N
100,2105,603455,1676.263888888889,NORMAL,N,603373,603397,603414,603436,603462,603543,603575,603608,normal,N
100,2106,603723,1677.0083333333334,NORMAL,N,603640,603663,603681,603700,603728,603789,603840,603867,biphasic_negative_positive,N
100,2107,603989,1677.7472222222223,NORMAL,N,603906,603926,603946,603969,603995,604080,604105,604154,normal,N
100,2108,604277,1678.5472222222222,NORMAL,N,604199,604214,604235,604256,604282,604349,604413,604438,biphasic_negative_positive,N
100,2109,604565,1679.3472222222222,NORMAL,N,604477,604504,604519,604543,604570,604649,604686,604738,biphasic_negative_positive,N
100,2110,604845,1680.125,NORMAL,N,604764,604788,604804,604823,604854,604885,604968,605018,biphasic_negative_positive,N
100,2111,605149,1680.9694444444444,NORMAL,N,605058,605086,605102,605125,605155,605225,605274,605328,biphasic_negative_positive,N
100,2112,605460,1681.8333333333333,NORMAL,N,605379,605402,605418,605437,605465,605526,605579,605614,biphasic_negative_positive,N
100,2113,605737,1682.6027777777779,NORMAL,N,605660,605678,605697,605718,605744,605821,605849,605890,normal,N
100,2114,606008,1683.3555555555556,NORMAL,N,605925,605954,605970,605990,606013,606095,606123,606175,normal,N
100,2115,606293,1684.1472222222221,NORMAL,N,606213,606237,606255,606273,606299,606350,606418,606450,biphasic_negative_positive,N
100,2116,606588,1684.9666666666667,NORMAL,N,606502,606528,606545,606563,606595,606656,606731,606757,biphasic_negative_positive,N
100,2117,606881,1685.7805555555556,NORMAL,N,606792,606823,606839,606859,606888,606982,607008,607049,normal,N
100,2118,607179,1686.6083333333333,NORMAL,N,607088,607119,607135,607154,607187,607258,607305,607348,biphasic_negative_positive,N
100,2119,607475,1687.4305555555557,NORMAL,N,607396,607413,607433,607454,607481,607553,607603,607643,biphasic_negative_positive,N
100,2120,607767,1688.2416666666666,NORMAL,N,607681,607701,607724,607744,607774,607864,607901,607942,normal,N
100,2121,608044,1689.0111111111112,NORMAL,N,607966,607986,608003,608022,608049,608134,608154,608200,normal,N
100,2122,608309,1689.7472222222223,NORMAL,N,608232,608247,608272,608289,608316,608368,608423,608467,biphasic_negative_positive,N
100,2123,608576,1690.4888888888888,NORMAL,N,608494,608510,608534,608557,608581,608647,608723,608740,biphasic_negative_positive,N
100,2124,608854,1691.2611111111112,NORMAL,N,608769,608788,608813,608832,608861,608942,608980,609011,normal,N
100,2126,609426,1692.85,NORMAL,N,609344,609361,609383,609405,609431,609506,609562,609580,biphasic_negative_positive,N
100,2127,609716,1693.6555555555556,NORMAL,N,609633,609650,609675,609696,609721,609810,609833,609870,normal,N
100,2128,609988,1694.411111111111,NORMAL,N,609909,609929,609949,609967,609993,610078,610109,610140,normal,N
100,2129,610262,1695.1722222222222,NORMAL,N,610178,610202,610219,610241,610268,610330,610381,610426,biphasic_negative_positive,N
100,2130,610545,1695.9583333333333,NORMAL,N,610458,610484,610502,610520,610550,610615,610667,610708,biphasic_negative_positive,N
100,2131,610824,1696.7333333333333,NORMAL,N,610739,610759,610784,610803,610830,610898,610944,610984,biphasic_negative_positive,N
100,2132,611110,1697.5277777777778,NORMAL,N,611021,611050,611064,611084,611116,611197,611233,611262,biphasic_negative_positive,N
100,2133,611400,1698.3333333333333,NORMAL,N,611316,611332,611358,611380,611406,611481,611543,611560,biphasic_negative_positive,N
100,2134,611696,1699.1555555555556,NORMAL,N,611608,611627,611651,611674,611701,611780,611851,611865,biphasic_negative_positive,N
100,2135,611987,1699.963888888889,NORMAL,N,611899,611920,611944,611967,611992,612062,612120,612142,biphasic_negative_positive,N
100,2136,612264,1700.7333333333333,NORMAL,N,612186,612206,612226,612244,612269,612338,612403,612425,biphasic_negative_positive,N
100,2137,612540,1701.5,NORMAL,N,612464,612481,612501,612520,612546,612631,612662,612702,normal,N
100,2138,612820,1702.2777777777778,NORMAL,N,612739,612755,612779,612800,612827,612855,612937,612979,biphasic_negative_positive,N
100,2139,613108,1703.0777777777778,NORMAL,N,613025,613046,613067,613088,613114,613188,613232,613268,biphasic_negative_positive,N
100,2140,613400,1703.888888888889,NORMAL,N,613316,613337,613359,613379,613407,613476,613531,613575,biphasic_negative_positive,N
100,2141,613694,1704.7055555555555,NORMAL,N,613611,613627,613654,613673,613699,613791,613822,613865,normal,N
100,2142,613985,1705.513888888889,NORMAL,N,613900,613918,613944,613962,613990,614053,614137,614151,biphasic_negative_positive,N
100,2143,614260,1706.2777777777778,NORMAL,N,614176,614194,614216,614240,614265,614331,614381,614423,biphasic_negative_positive,N
100,2144,614539,1707.0527777777777,NORMAL,N,614456,614476,614499,614519,614545,614635,614664,614697,normal,N
100,2145,614817,1707.825,NORMAL,N,614739,614759,614779,614797,614822,614905,614936,614980,normal,N
100,2146,615090,1708.5833333333333,NORMAL,N,615010,615028,615053,615071,615095,615167,615227,615244,biphasic_negative_positive,N
100,2147,615371,1709.3638888888888,NORMAL,N,615288,615306,615330,615349,615377,615445,615506,615527,biphasic_negative_positive,N
100,2148,615677,1710.213888888889,NORMAL,N,615587,615612,615633,615654,615683,615757,615811,615856,biphasic_negative_positive,N
100,2149,615968,1711.0222222222221,NORMAL,N,615884,615904,615925,615948,615974,616070,616090,616150,normal,N
100,2150,616250,1711.8055555555557,NORMAL,N,616167,616190,616212,616231,616256,616322,616373,616413,biphasic_negative_positive,N
